Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48.00,No,Travel_Rarely,"1,469.00",Research & Development,20.00,4.00,Medical,4.00,Male,51.00,3.00,1.00,Research Scientist,3.00,Married,"2,259.00","5,543.00",4.00,No,17.00,3.00,1.00,2.00,13.00,2.00,2.00,0.00,0.00,0.00,0.00
31.00,No,Non-Travel,"1,188.00",Sales,20.00,2.00,Marketing,4.00,Female,45.00,3.00,2.00,Sales Executive,3.00,Married,"6,932.00","24,406.00",1.00,No,13.00,3.00,4.00,1.00,9.00,2.00,2.00,9.00,8.00,0.00,0.00
36.00,No,Travel_Rarely,188.00,Research & Development,7.00,4.00,Other,2.00,Male,65.00,3.00,1.00,Research Scientist,4.00,Single,"4,678.00","23,293.00",2.00,No,18.00,3.00,3.00,0.00,8.00,6.00,3.00,6.00,2.00,0.00,1.00
38.00,No,Travel_Rarely,"1,333.00",Research & Development,1.00,3.00,Technical Degree,4.00,Female,80.00,3.00,3.00,Research Director,1.00,Married,"13,582.00","16,292.00",1.00,No,13.00,3.00,2.00,1.00,15.00,3.00,3.00,15.00,12.00,5.00,11.00
32.00,No,Non-Travel,"1,184.00",Research & Development,1.00,3.00,Life Sciences,3.00,Female,70.00,2.00,1.00,Laboratory Technician,2.00,Married,"2,332.00","3,974.00",6.00,No,20.00,4.00,3.00,0.00,5.00,3.00,3.00,3.00,0.00,0.00,2.00
25.00,Yes,Travel_Rarely,867.00,Sales,19.00,2.00,Marketing,3.00,Male,36.00,2.00,1.00,Sales Representative,2.00,Married,"2,413.00","18,798.00",1.00,Yes,18.00,3.00,3.00,3.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
40.00,No,Travel_Rarely,658.00,Sales,10.00,4.00,Marketing,1.00,Male,67.00,2.00,3.00,Sales Executive,2.00,Divorced,"9,705.00","20,652.00",2.00,No,12.00,3.00,2.00,1.00,11.00,2.00,2.00,1.00,0.00,0.00,0.00
26.00,No,Travel_Frequently,"1,283.00",Sales,1.00,3.00,Medical,3.00,Male,52.00,2.00,2.00,Sales Executive,1.00,Single,"4,294.00","11,148.00",1.00,No,12.00,3.00,2.00,0.00,7.00,2.00,3.00,7.00,7.00,0.00,7.00
41.00,No,Travel_Rarely,263.00,Research & Development,6.00,3.00,Medical,4.00,Male,59.00,3.00,1.00,Laboratory Technician,1.00,Single,"4,721.00","3,119.00",2.00,Yes,13.00,3.00,3.00,0.00,20.00,3.00,3.00,18.00,13.00,2.00,17.00
36.00,No,Travel_Rarely,938.00,Research & Development,2.00,4.00,Medical,3.00,Male,79.00,3.00,1.00,Laboratory Technician,3.00,Single,"2,519.00","12,287.00",4.00,No,21.00,4.00,3.00,0.00,16.00,6.00,3.00,11.00,8.00,3.00,9.00
19.00,Yes,Travel_Rarely,419.00,Sales,21.00,3.00,Other,4.00,Male,37.00,2.00,1.00,Sales Representative,2.00,Single,"2,121.00","9,947.00",1.00,Yes,13.00,3.00,2.00,0.00,1.00,3.00,4.00,1.00,0.00,0.00,0.00
20.00,Yes,Travel_Rarely,129.00,Research & Development,4.00,3.00,Technical Degree,1.00,Male,84.00,3.00,1.00,Laboratory Technician,1.00,Single,"2,973.00","13,008.00",1.00,No,19.00,3.00,2.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
31.00,No,Travel_Rarely,616.00,Research & Development,12.00,3.00,Medical,4.00,Female,41.00,3.00,2.00,Healthcare Representative,4.00,Married,"5,855.00","17,369.00",0.00,Yes,11.00,3.00,3.00,2.00,10.00,2.00,1.00,9.00,7.00,8.00,5.00
40.00,No,Travel_Frequently,"1,469.00",Research & Development,9.00,4.00,Medical,4.00,Male,35.00,3.00,1.00,Research Scientist,2.00,Divorced,"3,617.00","25,063.00",8.00,Yes,14.00,3.00,4.00,1.00,3.00,2.00,3.00,1.00,1.00,0.00,0.00
32.00,No,Travel_Rarely,498.00,Research & Development,3.00,4.00,Medical,3.00,Female,93.00,3.00,2.00,Manufacturing Director,1.00,Married,"6,725.00","13,554.00",1.00,No,12.00,3.00,3.00,1.00,8.00,2.00,4.00,8.00,7.00,6.00,3.00
36.00,Yes,Travel_Rarely,530.00,Sales,3.00,1.00,Life Sciences,3.00,Male,51.00,2.00,3.00,Sales Executive,4.00,Married,"10,325.00","5,518.00",1.00,Yes,11.00,3.00,1.00,1.00,16.00,6.00,3.00,16.00,7.00,3.00,7.00
33.00,No,Travel_Rarely,"1,069.00",Research & Development,1.00,3.00,Life Sciences,2.00,Female,42.00,2.00,2.00,Healthcare Representative,4.00,Single,"6,949.00","12,291.00",0.00,No,14.00,3.00,1.00,0.00,6.00,3.00,3.00,5.00,0.00,1.00,4.00
37.00,Yes,Travel_Rarely,625.00,Sales,1.00,4.00,Life Sciences,1.00,Male,46.00,2.00,3.00,Sales Executive,3.00,Married,"10,609.00","14,922.00",5.00,No,11.00,3.00,3.00,0.00,17.00,2.00,1.00,14.00,1.00,11.00,7.00
45.00,No,Non-Travel,805.00,Research & Development,4.00,2.00,Life Sciences,3.00,Male,57.00,3.00,2.00,Laboratory Technician,2.00,Married,"4,447.00","23,163.00",1.00,No,12.00,3.00,2.00,0.00,9.00,5.00,2.00,9.00,7.00,0.00,8.00
29.00,No,Travel_Frequently,"1,404.00",Sales,20.00,3.00,Technical Degree,3.00,Female,84.00,3.00,1.00,Sales Representative,4.00,Married,"2,157.00","18,203.00",1.00,No,15.00,3.00,2.00,1.00,3.00,5.00,3.00,3.00,1.00,0.00,2.00
35.00,No,Travel_Rarely,"1,219.00",Sales,18.00,3.00,Medical,3.00,Female,86.00,3.00,2.00,Sales Executive,3.00,Married,"4,601.00","6,179.00",1.00,No,16.00,3.00,2.00,0.00,5.00,3.00,3.00,5.00,2.00,1.00,0.00
52.00,No,Travel_Rarely,"1,053.00",Research & Development,1.00,2.00,Life Sciences,4.00,Male,70.00,3.00,4.00,Manager,4.00,Married,"17,099.00","13,829.00",2.00,No,15.00,3.00,2.00,1.00,26.00,2.00,2.00,9.00,8.00,7.00,8.00
58.00,Yes,Travel_Rarely,289.00,Research & Development,2.00,3.00,Technical Degree,4.00,Male,51.00,3.00,1.00,Research Scientist,3.00,Single,"2,479.00","26,227.00",4.00,No,24.00,4.00,1.00,0.00,7.00,4.00,3.00,1.00,0.00,0.00,0.00
53.00,No,Travel_Rarely,"1,376.00",Sales,2.00,2.00,Medical,3.00,Male,45.00,3.00,4.00,Manager,3.00,Divorced,"14,852.00","13,938.00",6.00,No,13.00,3.00,3.00,1.00,22.00,3.00,4.00,17.00,13.00,15.00,2.00
30.00,No,Travel_Rarely,231.00,Sales,8.00,2.00,Other,3.00,Male,62.00,3.00,3.00,Sales Executive,3.00,Divorced,"7,264.00","9,977.00",5.00,No,11.00,3.00,1.00,1.00,10.00,2.00,4.00,8.00,4.00,7.00,7.00
38.00,No,Non-Travel,152.00,Sales,10.00,3.00,Technical Degree,3.00,Female,85.00,3.00,2.00,Sales Executive,4.00,Single,"5,666.00","19,899.00",1.00,Yes,13.00,3.00,2.00,0.00,6.00,1.00,3.00,5.00,3.00,1.00,3.00
35.00,No,Travel_Rarely,882.00,Sales,3.00,4.00,Life Sciences,4.00,Male,92.00,3.00,3.00,Sales Executive,4.00,Divorced,"7,823.00","6,812.00",6.00,No,13.00,3.00,2.00,1.00,12.00,2.00,3.00,10.00,9.00,0.00,8.00
39.00,No,Travel_Rarely,903.00,Sales,2.00,5.00,Life Sciences,1.00,Male,41.00,4.00,3.00,Sales Executive,3.00,Single,"7,880.00","2,560.00",0.00,No,18.00,3.00,4.00,0.00,9.00,3.00,3.00,8.00,7.00,0.00,7.00
40.00,Yes,Non-Travel,"1,479.00",Sales,24.00,3.00,Life Sciences,2.00,Female,100.00,4.00,4.00,Sales Executive,2.00,Single,"13,194.00","17,071.00",4.00,Yes,16.00,3.00,4.00,0.00,22.00,2.00,2.00,1.00,0.00,0.00,0.00
47.00,No,Travel_Frequently,"1,379.00",Research & Development,16.00,4.00,Medical,3.00,Male,64.00,4.00,2.00,Manufacturing Director,3.00,Divorced,"5,067.00","6,759.00",1.00,Yes,19.00,3.00,3.00,0.00,20.00,3.00,4.00,19.00,10.00,2.00,7.00
36.00,No,Non-Travel,"1,229.00",Sales,8.00,4.00,Technical Degree,1.00,Male,84.00,3.00,2.00,Sales Executive,4.00,Divorced,"5,079.00","25,952.00",4.00,No,13.00,3.00,4.00,2.00,12.00,3.00,3.00,7.00,7.00,0.00,7.00
31.00,Yes,Non-Travel,335.00,Research & Development,9.00,2.00,Medical,3.00,Male,46.00,2.00,1.00,Research Scientist,1.00,Single,"2,321.00","10,322.00",0.00,Yes,22.00,4.00,1.00,0.00,4.00,0.00,3.00,3.00,2.00,1.00,2.00
33.00,No,Non-Travel,722.00,Sales,17.00,3.00,Life Sciences,4.00,Male,38.00,3.00,4.00,Manager,3.00,Single,"17,444.00","20,489.00",1.00,No,11.00,3.00,4.00,0.00,10.00,2.00,3.00,10.00,8.00,6.00,0.00
29.00,Yes,Travel_Rarely,906.00,Research & Development,10.00,3.00,Life Sciences,4.00,Female,92.00,2.00,1.00,Research Scientist,1.00,Single,"2,404.00","11,479.00",6.00,Yes,20.00,4.00,3.00,0.00,3.00,5.00,3.00,0.00,0.00,0.00,0.00
33.00,No,Travel_Rarely,461.00,Research & Development,13.00,1.00,Life Sciences,2.00,Female,53.00,3.00,1.00,Research Scientist,4.00,Single,"3,452.00","17,241.00",3.00,No,18.00,3.00,1.00,0.00,5.00,4.00,3.00,3.00,2.00,0.00,2.00
45.00,No,Travel_Rarely,974.00,Research & Development,1.00,4.00,Medical,4.00,Female,91.00,3.00,1.00,Laboratory Technician,4.00,Divorced,"2,270.00","11,005.00",3.00,No,14.00,3.00,4.00,2.00,8.00,2.00,3.00,5.00,3.00,0.00,2.00
50.00,No,Travel_Rarely,"1,126.00",Research & Development,1.00,2.00,Medical,4.00,Male,66.00,3.00,4.00,Research Director,4.00,Divorced,"17,399.00","6,615.00",9.00,No,22.00,4.00,3.00,1.00,32.00,1.00,2.00,5.00,4.00,1.00,3.00
33.00,No,Travel_Frequently,827.00,Research & Development,1.00,4.00,Other,3.00,Female,84.00,4.00,2.00,Healthcare Representative,2.00,Married,"5,488.00","20,161.00",1.00,Yes,13.00,3.00,1.00,1.00,6.00,2.00,3.00,6.00,5.00,1.00,2.00
41.00,No,Travel_Frequently,840.00,Research & Development,9.00,3.00,Medical,1.00,Male,64.00,3.00,5.00,Research Director,3.00,Divorced,"19,419.00","3,735.00",2.00,No,17.00,3.00,2.00,1.00,21.00,2.00,4.00,18.00,16.00,0.00,11.00
27.00,No,Travel_Rarely,"1,134.00",Research & Development,16.00,4.00,Technical Degree,3.00,Female,37.00,3.00,1.00,Laboratory Technician,2.00,Married,"2,811.00","12,086.00",9.00,No,14.00,3.00,2.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00
45.00,No,Non-Travel,248.00,Research & Development,23.00,2.00,Life Sciences,4.00,Male,42.00,3.00,2.00,Laboratory Technician,1.00,Married,"3,633.00","14,039.00",1.00,Yes,15.00,3.00,3.00,1.00,9.00,2.00,3.00,9.00,8.00,0.00,8.00
47.00,No,Travel_Rarely,955.00,Sales,4.00,2.00,Life Sciences,4.00,Female,83.00,3.00,2.00,Sales Executive,4.00,Single,"4,163.00","8,571.00",1.00,Yes,17.00,3.00,3.00,0.00,9.00,0.00,3.00,9.00,0.00,0.00,7.00
30.00,Yes,Travel_Rarely,138.00,Research & Development,22.00,3.00,Life Sciences,1.00,Female,48.00,3.00,1.00,Research Scientist,3.00,Married,"2,132.00","11,539.00",4.00,Yes,11.00,3.00,2.00,0.00,7.00,2.00,3.00,5.00,2.00,0.00,1.00
50.00,No,Travel_Rarely,939.00,Research & Development,24.00,3.00,Life Sciences,4.00,Male,95.00,3.00,4.00,Manufacturing Director,3.00,Married,"13,973.00","4,161.00",3.00,Yes,18.00,3.00,4.00,1.00,22.00,2.00,3.00,12.00,11.00,1.00,5.00
38.00,No,Travel_Frequently,"1,391.00",Research & Development,10.00,1.00,Medical,3.00,Male,66.00,3.00,1.00,Research Scientist,3.00,Married,"2,684.00","12,127.00",0.00,No,17.00,3.00,2.00,1.00,3.00,0.00,2.00,2.00,1.00,0.00,2.00
46.00,No,Travel_Rarely,566.00,Research & Development,7.00,2.00,Medical,4.00,Male,75.00,3.00,3.00,Manufacturing Director,3.00,Divorced,"10,845.00","24,208.00",6.00,No,13.00,3.00,2.00,1.00,13.00,3.00,3.00,8.00,7.00,0.00,7.00
24.00,No,Travel_Rarely,"1,206.00",Research & Development,17.00,1.00,Medical,4.00,Female,41.00,2.00,2.00,Manufacturing Director,3.00,Divorced,"4,377.00","24,117.00",1.00,No,15.00,3.00,2.00,2.00,5.00,6.00,3.00,4.00,2.00,3.00,2.00
35.00,Yes,Travel_Rarely,622.00,Research & Development,14.00,4.00,Other,3.00,Male,39.00,2.00,1.00,Laboratory Technician,2.00,Divorced,"3,743.00","10,074.00",1.00,Yes,24.00,4.00,4.00,1.00,5.00,2.00,1.00,4.00,2.00,0.00,2.00
31.00,No,Travel_Frequently,853.00,Research & Development,1.00,1.00,Life Sciences,3.00,Female,96.00,3.00,2.00,Manufacturing Director,1.00,Married,"4,148.00","11,275.00",1.00,No,12.00,3.00,3.00,1.00,4.00,1.00,3.00,4.00,3.00,0.00,3.00
18.00,No,Non-Travel,287.00,Research & Development,5.00,2.00,Life Sciences,2.00,Male,73.00,3.00,1.00,Research Scientist,4.00,Single,"1,051.00","13,493.00",1.00,No,15.00,3.00,4.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00
54.00,No,Travel_Rarely,"1,441.00",Research & Development,17.00,3.00,Technical Degree,3.00,Female,56.00,3.00,3.00,Manufacturing Director,3.00,Married,"10,739.00","13,943.00",8.00,No,11.00,3.00,3.00,1.00,22.00,2.00,3.00,10.00,7.00,0.00,8.00
35.00,No,Travel_Rarely,583.00,Research & Development,25.00,4.00,Medical,3.00,Female,57.00,3.00,3.00,Healthcare Representative,3.00,Divorced,"10,388.00","6,975.00",1.00,Yes,11.00,3.00,3.00,1.00,16.00,3.00,2.00,16.00,10.00,10.00,1.00
30.00,No,Travel_Rarely,153.00,Research & Development,8.00,2.00,Life Sciences,2.00,Female,73.00,4.00,3.00,Research Director,1.00,Married,"11,416.00","17,802.00",0.00,Yes,12.00,3.00,3.00,3.00,9.00,4.00,2.00,8.00,7.00,1.00,7.00
20.00,Yes,Travel_Rarely,"1,097.00",Research & Development,11.00,3.00,Medical,4.00,Female,98.00,2.00,1.00,Research Scientist,1.00,Single,"2,600.00","18,275.00",1.00,Yes,15.00,3.00,1.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
30.00,Yes,Travel_Frequently,109.00,Research & Development,5.00,3.00,Medical,2.00,Female,60.00,3.00,1.00,Laboratory Technician,2.00,Single,"2,422.00","25,725.00",0.00,No,17.00,3.00,1.00,0.00,4.00,3.00,3.00,3.00,2.00,1.00,2.00
26.00,No,Travel_Rarely,"1,066.00",Research & Development,2.00,2.00,Medical,4.00,Male,32.00,4.00,2.00,Manufacturing Director,4.00,Married,"5,472.00","3,334.00",1.00,No,12.00,3.00,2.00,0.00,8.00,2.00,3.00,8.00,7.00,1.00,3.00
22.00,No,Travel_Rarely,217.00,Research & Development,8.00,1.00,Life Sciences,2.00,Male,94.00,1.00,1.00,Laboratory Technician,1.00,Married,"2,451.00","6,881.00",1.00,No,15.00,3.00,1.00,1.00,4.00,3.00,2.00,4.00,3.00,1.00,1.00
48.00,No,Travel_Rarely,277.00,Research & Development,6.00,3.00,Life Sciences,1.00,Male,97.00,2.00,2.00,Healthcare Representative,3.00,Single,"4,240.00","13,119.00",2.00,No,13.00,3.00,4.00,0.00,19.00,0.00,3.00,2.00,2.00,2.00,2.00
48.00,No,Travel_Rarely,"1,355.00",Research & Development,4.00,4.00,Life Sciences,3.00,Male,78.00,2.00,3.00,Healthcare Representative,3.00,Single,"10,999.00","22,245.00",7.00,No,14.00,3.00,2.00,0.00,27.00,3.00,3.00,15.00,11.00,4.00,8.00
41.00,No,Travel_Rarely,549.00,Research & Development,7.00,2.00,Medical,4.00,Female,42.00,3.00,2.00,Manufacturing Director,3.00,Single,"5,003.00","23,371.00",6.00,No,14.00,3.00,2.00,0.00,8.00,6.00,3.00,2.00,2.00,2.00,1.00
39.00,No,Travel_Rarely,466.00,Research & Development,1.00,1.00,Life Sciences,4.00,Female,65.00,2.00,4.00,Manufacturing Director,4.00,Married,"12,742.00","7,060.00",1.00,No,16.00,3.00,3.00,1.00,21.00,3.00,3.00,21.00,6.00,11.00,8.00
27.00,No,Travel_Rarely,"1,055.00",Research & Development,2.00,4.00,Life Sciences,1.00,Female,47.00,3.00,2.00,Manufacturing Director,4.00,Married,"4,227.00","4,658.00",0.00,No,18.00,3.00,2.00,1.00,4.00,2.00,3.00,3.00,2.00,2.00,2.00
35.00,No,Travel_Rarely,802.00,Research & Development,10.00,3.00,Other,2.00,Male,45.00,3.00,1.00,Laboratory Technician,4.00,Divorced,"3,917.00","9,541.00",1.00,No,20.00,4.00,1.00,1.00,3.00,4.00,2.00,3.00,2.00,1.00,2.00
42.00,No,Travel_Rarely,265.00,Sales,5.00,2.00,Marketing,4.00,Male,90.00,3.00,5.00,Manager,3.00,Married,"18,303.00","7,770.00",6.00,No,13.00,3.00,2.00,0.00,21.00,3.00,4.00,1.00,0.00,0.00,0.00
50.00,No,Travel_Rarely,804.00,Research & Development,9.00,3.00,Life Sciences,1.00,Male,64.00,3.00,1.00,Laboratory Technician,4.00,Married,"2,380.00","20,165.00",4.00,No,18.00,3.00,2.00,0.00,8.00,5.00,3.00,1.00,0.00,0.00,0.00
59.00,No,Travel_Rarely,715.00,Research & Development,2.00,3.00,Life Sciences,3.00,Female,69.00,2.00,4.00,Manufacturing Director,4.00,Single,"13,726.00","21,829.00",3.00,Yes,13.00,3.00,1.00,0.00,30.00,4.00,3.00,5.00,3.00,4.00,3.00
37.00,Yes,Travel_Rarely,"1,141.00",Research & Development,11.00,2.00,Medical,1.00,Female,61.00,1.00,2.00,Healthcare Representative,2.00,Married,"4,777.00","14,382.00",5.00,No,15.00,3.00,1.00,0.00,15.00,2.00,1.00,1.00,0.00,0.00,0.00
55.00,No,Travel_Frequently,135.00,Research & Development,18.00,4.00,Medical,3.00,Male,62.00,3.00,2.00,Healthcare Representative,2.00,Married,"6,385.00","12,992.00",3.00,Yes,14.00,3.00,4.00,2.00,17.00,3.00,3.00,8.00,7.00,6.00,7.00
41.00,No,Non-Travel,247.00,Research & Development,7.00,1.00,Life Sciences,2.00,Female,55.00,1.00,5.00,Research Director,3.00,Divorced,"19,973.00","20,284.00",1.00,No,22.00,4.00,2.00,2.00,21.00,3.00,3.00,21.00,16.00,5.00,10.00
38.00,No,Travel_Rarely,"1,035.00",Sales,3.00,4.00,Life Sciences,2.00,Male,42.00,3.00,2.00,Sales Executive,4.00,Single,"6,861.00","4,981.00",8.00,Yes,12.00,3.00,3.00,0.00,19.00,1.00,3.00,1.00,0.00,0.00,0.00
26.00,Yes,Non-Travel,265.00,Sales,29.00,2.00,Medical,2.00,Male,79.00,1.00,2.00,Sales Executive,1.00,Single,"4,969.00","21,813.00",8.00,No,18.00,3.00,4.00,0.00,7.00,6.00,3.00,2.00,2.00,2.00,2.00
52.00,Yes,Travel_Rarely,266.00,Sales,2.00,1.00,Marketing,1.00,Female,57.00,1.00,5.00,Manager,4.00,Married,"19,845.00","25,846.00",1.00,No,15.00,3.00,4.00,1.00,33.00,3.00,3.00,32.00,14.00,6.00,9.00
44.00,No,Travel_Rarely,"1,448.00",Sales,28.00,3.00,Medical,4.00,Female,53.00,4.00,4.00,Sales Executive,4.00,Married,"13,320.00","11,737.00",3.00,Yes,18.00,3.00,3.00,1.00,23.00,2.00,3.00,12.00,11.00,11.00,11.00
50.00,No,Non-Travel,145.00,Sales,1.00,3.00,Life Sciences,4.00,Female,95.00,3.00,2.00,Sales Executive,3.00,Married,"6,347.00","24,920.00",0.00,No,12.00,3.00,1.00,1.00,19.00,3.00,3.00,18.00,7.00,0.00,13.00
36.00,Yes,Travel_Rarely,885.00,Research & Development,16.00,4.00,Life Sciences,3.00,Female,43.00,4.00,1.00,Laboratory Technician,1.00,Single,"2,743.00","8,269.00",1.00,No,16.00,3.00,3.00,0.00,18.00,1.00,3.00,17.00,13.00,15.00,14.00
39.00,No,Travel_Frequently,945.00,Research & Development,22.00,3.00,Medical,4.00,Female,82.00,3.00,3.00,Manufacturing Director,1.00,Single,"10,880.00","5,083.00",1.00,Yes,13.00,3.00,3.00,0.00,21.00,2.00,3.00,21.00,6.00,2.00,8.00
33.00,No,Non-Travel,"1,038.00",Sales,8.00,1.00,Life Sciences,2.00,Female,88.00,2.00,1.00,Sales Representative,4.00,Single,"2,342.00","21,437.00",0.00,No,19.00,3.00,4.00,0.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00
45.00,No,Travel_Rarely,"1,234.00",Sales,11.00,2.00,Life Sciences,4.00,Female,90.00,3.00,4.00,Manager,4.00,Married,"17,650.00","5,404.00",3.00,No,13.00,3.00,2.00,1.00,26.00,4.00,4.00,9.00,3.00,1.00,1.00
32.00,No,Non-Travel,"1,109.00",Research & Development,29.00,4.00,Medical,4.00,Female,69.00,3.00,1.00,Laboratory Technician,3.00,Single,"4,025.00","11,135.00",9.00,No,12.00,3.00,2.00,0.00,10.00,2.00,3.00,8.00,7.00,7.00,7.00
34.00,No,Travel_Rarely,216.00,Sales,1.00,4.00,Marketing,2.00,Male,75.00,4.00,2.00,Sales Executive,4.00,Divorced,"9,725.00","12,278.00",0.00,No,11.00,3.00,4.00,1.00,16.00,2.00,2.00,15.00,1.00,0.00,9.00
59.00,No,Travel_Rarely,"1,089.00",Sales,1.00,2.00,Technical Degree,2.00,Male,66.00,3.00,3.00,Manager,4.00,Married,"11,904.00","11,038.00",3.00,Yes,14.00,3.00,3.00,1.00,14.00,1.00,1.00,6.00,4.00,0.00,4.00
45.00,No,Travel_Rarely,788.00,Human Resources,24.00,4.00,Medical,2.00,Male,36.00,3.00,1.00,Human Resources,2.00,Single,"2,177.00","8,318.00",1.00,No,16.00,3.00,1.00,0.00,6.00,3.00,3.00,6.00,3.00,0.00,4.00
53.00,No,Travel_Frequently,124.00,Sales,2.00,3.00,Marketing,3.00,Female,38.00,2.00,3.00,Sales Executive,2.00,Married,"7,525.00","23,537.00",2.00,No,12.00,3.00,1.00,1.00,30.00,2.00,3.00,15.00,7.00,6.00,12.00
36.00,Yes,Travel_Rarely,660.00,Research & Development,15.00,3.00,Other,1.00,Male,81.00,3.00,2.00,Laboratory Technician,3.00,Divorced,"4,834.00","7,858.00",7.00,No,14.00,3.00,2.00,1.00,9.00,3.00,2.00,1.00,0.00,0.00,0.00
26.00,Yes,Travel_Frequently,342.00,Research & Development,2.00,3.00,Life Sciences,1.00,Male,57.00,3.00,1.00,Research Scientist,1.00,Married,"2,042.00","15,346.00",6.00,Yes,14.00,3.00,2.00,1.00,6.00,2.00,3.00,3.00,2.00,1.00,2.00
34.00,No,Travel_Rarely,"1,333.00",Sales,10.00,4.00,Life Sciences,3.00,Female,87.00,3.00,1.00,Sales Representative,3.00,Married,"2,220.00","18,410.00",1.00,Yes,19.00,3.00,4.00,1.00,1.00,2.00,3.00,1.00,1.00,0.00,0.00
28.00,No,Travel_Rarely,"1,144.00",Sales,10.00,1.00,Medical,4.00,Male,74.00,3.00,1.00,Sales Representative,2.00,Married,"1,052.00","23,384.00",1.00,No,22.00,4.00,2.00,0.00,1.00,5.00,3.00,1.00,0.00,0.00,0.00
38.00,No,Travel_Frequently,"1,186.00",Research & Development,3.00,4.00,Other,3.00,Male,44.00,3.00,1.00,Research Scientist,3.00,Married,"2,821.00","2,997.00",3.00,No,16.00,3.00,1.00,1.00,8.00,2.00,3.00,2.00,2.00,2.00,2.00
50.00,No,Travel_Rarely,"1,464.00",Research & Development,2.00,4.00,Medical,2.00,Male,62.00,3.00,5.00,Research Director,3.00,Married,"19,237.00","12,853.00",2.00,Yes,11.00,3.00,4.00,1.00,29.00,2.00,2.00,8.00,1.00,7.00,7.00
37.00,No,Travel_Rarely,124.00,Research & Development,3.00,3.00,Other,4.00,Female,35.00,3.00,2.00,Healthcare Representative,2.00,Single,"4,107.00","13,848.00",3.00,No,15.00,3.00,1.00,0.00,8.00,3.00,2.00,4.00,3.00,0.00,1.00
40.00,No,Travel_Rarely,300.00,Sales,26.00,3.00,Marketing,3.00,Male,74.00,3.00,2.00,Sales Executive,1.00,Married,"8,396.00","22,217.00",1.00,No,14.00,3.00,2.00,1.00,8.00,3.00,2.00,7.00,7.00,7.00,5.00
26.00,No,Travel_Frequently,921.00,Research & Development,1.00,1.00,Medical,1.00,Female,66.00,2.00,1.00,Research Scientist,3.00,Divorced,"2,007.00","25,265.00",1.00,No,13.00,3.00,3.00,2.00,5.00,5.00,3.00,5.00,3.00,1.00,3.00
46.00,No,Travel_Rarely,430.00,Research & Development,1.00,4.00,Medical,4.00,Male,40.00,3.00,5.00,Research Director,4.00,Divorced,"19,627.00","21,445.00",9.00,No,17.00,3.00,4.00,2.00,23.00,0.00,3.00,2.00,2.00,2.00,2.00
54.00,No,Travel_Rarely,"1,082.00",Sales,2.00,4.00,Life Sciences,3.00,Female,41.00,2.00,3.00,Sales Executive,3.00,Married,"10,686.00","8,392.00",6.00,No,11.00,3.00,2.00,1.00,13.00,4.00,3.00,9.00,4.00,7.00,0.00
56.00,No,Travel_Frequently,"1,240.00",Research & Development,9.00,3.00,Medical,1.00,Female,63.00,3.00,1.00,Research Scientist,3.00,Married,"2,942.00","12,154.00",2.00,No,19.00,3.00,2.00,1.00,18.00,4.00,3.00,5.00,4.00,0.00,3.00
36.00,No,Travel_Rarely,796.00,Research & Development,12.00,5.00,Medical,4.00,Female,51.00,2.00,3.00,Manufacturing Director,4.00,Single,"8,858.00","15,669.00",0.00,No,11.00,3.00,2.00,0.00,15.00,2.00,2.00,14.00,8.00,7.00,8.00
55.00,No,Non-Travel,444.00,Research & Development,2.00,1.00,Medical,3.00,Male,40.00,2.00,4.00,Manager,1.00,Single,"16,756.00","17,323.00",7.00,No,15.00,3.00,2.00,0.00,31.00,3.00,4.00,9.00,7.00,6.00,2.00
43.00,No,Travel_Rarely,415.00,Sales,25.00,3.00,Medical,3.00,Male,79.00,2.00,3.00,Sales Executive,4.00,Divorced,"10,798.00","5,268.00",5.00,No,13.00,3.00,3.00,1.00,18.00,5.00,3.00,1.00,0.00,0.00,0.00
20.00,Yes,Travel_Frequently,769.00,Sales,9.00,3.00,Marketing,4.00,Female,54.00,3.00,1.00,Sales Representative,4.00,Single,"2,323.00","17,205.00",1.00,Yes,14.00,3.00,2.00,0.00,2.00,3.00,3.00,2.00,2.00,0.00,2.00
21.00,Yes,Travel_Rarely,"1,334.00",Research & Development,10.00,3.00,Life Sciences,3.00,Female,36.00,2.00,1.00,Laboratory Technician,1.00,Single,"1,416.00","17,258.00",1.00,No,13.00,3.00,1.00,0.00,1.00,6.00,2.00,1.00,0.00,1.00,0.00
